City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
573,Coquimbo,CL,60.53,scattered clouds,-29.9533,-71.3436,Hotel San Juan
574,Sioux Lookout,CA,64.47,few clouds,50.1001,-91.917,Knobby's Fly-In Camps
578,Owando,CG,70.0,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
581,Dunedin,NZ,47.44,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
583,Kurikka,FI,43.09,overcast clouds,62.6167,22.4167,Hotel Kurikka
586,Atherton,GB,54.43,clear sky,53.5237,-2.4935,The Mercury Motel
590,Vardo,NO,42.78,overcast clouds,70.3705,31.1107,Vardø Hotel AS
591,Jinchang,CN,46.45,overcast clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
596,Chalus,IR,67.46,clear sky,36.655,51.4204,Rama Spa
598,Shache,CN,60.15,overcast clouds,38.4167,77.2406,Delong Hotel
602,Harnosand,SE,46.99,overcast clouds,62.6323,17.9379,First Hotel Stadt
607,Lebork,PL,51.93,few clouds,54.5392,17.7501,Vega
608,Waipawa,NZ,49.46,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
609,Abalak,RU,37.65,overcast clouds,58.1286,68.5944,Туристический комплекс Абалак
610,Tongchuan,CN,61.99,overcast clouds,35.0806,109.0897,Tongchuan Hotel
611,Qasigiannguit,GL,34.05,overcast clouds,68.8193,-51.1922,Almost HOME
612,Sayyan,YE,61.7,few clouds,15.1718,44.3244,متنزه و بحيرة سيان
613,Foumbot,CM,64.45,broken clouds,5.5079,10.6356,HÔTEL ROYAL
614,Tromso,NO,38.37,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
615,Gushi,CN,68.09,overcast clouds,34.6425,109.5843,Wansheng Yuan Hotel
620,Aras,ES,61.21,clear sky,42.5617,-2.356,Jardines de Viana Spa
622,Olot,ES,64.99,few clouds,42.181,2.4901,Hotel Riu Fluvià
625,Jawala Mukhi,IN,69.62,clear sky,31.8833,76.3167,SPOT ON 37985 Hotel Maya
626,Xuanhua,CN,58.82,overcast clouds,40.6103,115.0447,Jinjiang Inn Zhangjiakou Xuanhua People's Park
627,Leshukonskoye,RU,39.56,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
631,Lithgow,AU,37.0,clear sky,-33.4833,150.15,Zig Zag Motel Lithgow
634,Grindavik,IS,50.47,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
635,Kamennogorsk,RU,41.05,broken clouds,60.9545,29.1339,"Serafima, Gostinitsa"
639,Pangnirtung,CA,37.4,few clouds,66.1451,-65.7125,Kilabuk Lodge
640,Trondheim,NO,51.89,overcast clouds,63.4305,10.3951,Comfort Hotel Trondheim
641,Kukes,AL,59.79,clear sky,42.0769,20.4219,Hotel ''LUMA''
642,Kushmurun,KZ,36.88,clear sky,52.4503,64.6311,Gostinitsa Pri Depo
651,Haines Junction,CA,51.75,broken clouds,60.7522,-137.5108,Parkside Inn
653,Gavle,SE,49.37,overcast clouds,60.6745,17.1417,Scandic CH
654,Nantai,CN,58.68,overcast clouds,40.9241,122.8044,Sanjiang Hotel
655,Hemsedal,NO,46.15,few clouds,60.8629,8.5534,Hemsetunet Apartments
656,Rochelle,FR,64.49,overcast clouds,46.25,-1.0,Le Clos des Palmiers
657,Jiexiu,CN,67.06,overcast clouds,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
659,Nizhniy Kuranakh,RU,23.29,light snow,58.8353,125.4869,Park Pobedy
660,Markova,UA,49.95,few clouds,48.6758,24.4138,Vas.VOM
